date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,sold_quantity
2025-06-01,P & A,Batteries,A3718150101,AQ LION x1,Germany,Brick & Mortar,Retailer,90012033,Digimarket,12 units
2025-06-01,PC,Personal Desktop,A6119110201,AQ HOME Allin1 Gen 2,India,E-Commerce,Retailer,90002008,Amazon,2
2025-06-01,P & A,Internal HDD,A0219150202,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Canada,Brick & Mortar,Retailer,90023024,Sage,60
2025-06-01,PC,Personal Desktop,A6119110203,AQ HOME Allin1 Gen 2,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,1
2025-06-01,PC,Business Laptop,A5219110405,AQ BZ Gen Z,Austria,E-Commerce,Direct,70020104,Atliq e Store,1
2025-06-01,P & A,Keyboard,A2918150101,AQ Master wired x1,Mexico,E-Commerce,Direct,70026206,Atliq e Store,23
2025-06-01,P & A,Mouse,A2720150701,AQ Trigger Ms,Poland,E-Commerce,Direct,70016178,Atliq e Store,46
2025-06-01,PC,Gaming Laptop,A5419110201,AQ Gamer 2,USA,Brick & Mortar,Retailer,90022080,Staples,5
2025-06-01,P & A,Mouse,A2520150503,AQ Maxima Ms,Austria,Brick & Mortar,Retailer,90020098,,23
2025-06-01,PC,Personal Laptop,A4218110206,AQ Digit,Japan,Brick & Mortar,Retailer,90004061,Info Stores,1
2025-06-01,P & A,Keyboard,A3019150204,AQ Master wireless x1,Austria,Brick & Mortar,Retailer,90020102,Fnac-Darty,8
2025-06-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,France,E-Commerce,Retailer,90011192,Amazon,1
2025-06-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,Australia,Brick & Mortar,Retailer,90008166,Sound,5
2025-06-01,P & A,Graphic Card,A0621150307,AQ Mforce Gen Z,United Kingdom,UNKNOWN,Retailer,90021088,,31
2025-06-01,N & S,External Solid State Drives,A6519160401,AQ Clx2,United Kingdom,Brick & Mortar,Retailer,90021094,Coolblue,62
2025-06-01,PC,Gaming Laptop,A5721110506,AQ Smash 2,Philiphines,E-Commerce,Retailer,90006156,,3 units
2025-06-01,PC,Personal Laptop,A4520110506,AQ Gen X,Italy,Brick & Mortar,Retailer,90013118,Fnac-Darty,4
2025-06-01,PC,Gaming Laptop,A5621110406,AQ Smash 1,Germany,Brick & Mortar,Direct,70012042,AltiQ Exclusive,1
2025-06-01,P & A,Keyboard,A3119150302,AQ Gamers,Italy,Brick & Mortar,Direct,70013125,AltiQ Exclusive,15
2025-06-01,N & S,External Solid State Drives,A6218160102,AQ Digit SSD,Portugal,Brick & Mortar,Retailer,90017052,Power,16
2025-06-01,PC,Personal Desktop,A6119110202,AQ HOME Allin1 Gen 2,Germany,Brick & Mortar,Retailer,90012038,Expert,1
2025-06-01,P & A,Graphic Card,A0821150501,AQ Marquee P3,Australia,E-Commerce,Direct,70008170,Atliq e Store,23
2025-06-01,P & A,Mouse,A2520150504,AQ Maxima Ms,Philiphines,-,Retailer,90006153,Insight,285
2025-06-01,P & A,Keyboard,A3220150406,AQ Lite,Portugal,Brick & Mortar,Retailer,90017056,Sorefoz,43
2025-06-01,P & A,Mouse,A2721150703,AQ Trigger Ms,Norway,Brick & Mortar,Retailer,90015145,Synthetic,166
2025-06-01,P & A,Mouse,A2520150504,AQ Maxima Ms,India,Brick & Mortar,Retailer,ZZZ4396,,13380
2025-06-01,P & A,Processors,A1420150501,AQ Electron 4 3600 Desktop Processor,USA,Brick & Mortar,Retailer,90022076,Circuit City,18
2025-06-01,P & A,Batteries,A3819150203,AQ LION x2,Italy,Brick & Mortar,Retailer,90013118,Fnac-Darty,3
2025-06-01,PC,Personal Desktop,A6018110103,AQ Home Allin1,Indonesia,E-Commerce,Retailer,90003180,Amazon,1
2025-06-01,N & S,USB Flash Drives,A6720160103,AQ Pen Drive 2 IN 1,Spain,E-Commerce,Retailer,90018114,Amazon,252
2025-06-01,P & A,MotherBoard,A1618150101,AQ MB Elite,South Korea,Brick & Mortar,Distributor,80007196,Leader,68
2025-06-01,P & A,Graphic Card,A0620150303,AQ Mforce Gen Z,Germany,E-Commerce,Retailer,90012041,Amazon,6
2025-06-01,P & A,MotherBoard,A1718150202,AQ MB Crossx,Poland,E-Commerce,Retailer,90016176,,2
2025-06-01,P & A,Processors,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,United Kingdom,Brick & Mortar,Retailer,90021094,Coolblue,22
2025-06-01,P & A,Graphic Card,A0721150401,AQ GT 21,Italy,Brick & Mortar,Retailer,90013122,Radio Popular,7
2025-06-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,Canada,Brick & Mortar,Retailer,90023025,Premium Stores,1
2025-06-01,PC,Business Laptop,A5018110204,AQ BZ Compact,France,E-Commerce,Direct,70011194,Atliq e Store,8 units
2025-06-01,PC,Business Laptop,A5820110102,AQ BZ Allin1,Australia,Brick & Mortar,Retailer,90008164,Digimarket,3
2025-06-01,P & A,Processors,A1421150503,AQ Electron 4 3600 Desktop Processor,Philiphines,E-Commerce,Retailer,ZZZ8371,Amazon,57
2025-06-01,PC,Personal Laptop,A4118110107,AQ Aspiron,India,Brick & Mortar,Retailer,90002014,Expression,26
2025-06-01,PC,Business Laptop,A5219110407,AQ BZ Gen Z,Bangladesh,E-Commerce,Direct,70010048,Atliq e Store,2
2025-06-01,N & S,External Solid State Drives,A6319160202,AQ Neuer SSD,Spain,Brick & Mortar,Retailer,90018112,Euronics,147
2025-06-01,P & A,Keyboard,A3220150406,AQ Lite,Germany,Brick & Mortar,Retailer,90012037,Saturn,70
2025-06-01,P & A,Graphic Card,A0418150104,AQ Mforce Gen X,Newzealand,Brick & Mortar,Retailer,90009129,Leader,16
2025-06-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,Norway,Brick & Mortar,Retailer,90015148,Boulanger,24
2025-06-01,P & A,MotherBoard,A2021150503,AQ MB Lito 2,Spain,Brick & Mortar,Retailer,90018110,Boulanger,3
2025-06-01,P & A,Keyboard,A3119150303,AQ Gamers,Portugal,UNKNOWN,Retailer,90017049,Premium Stores,28
2025-06-01,PC,Business Laptop,A5119110305,AQ BZ Gen Y,Austria,Brick & Mortar,Retailer,90020102,Fnac-Darty,1
2025-06-01,N & S,External Solid State Drives,A6520160403,AQ Clx2,Newzealand,E-Commerce,Direct,70009134,Atliq e Store,135
2025-06-01,PC,Personal Laptop,A4520110508,AQ Gen X,Canada,Brick & Mortar,Retailer,90023029,Staples,11
2025-06-01,PC,Personal Laptop,A4721110703,AQ GEN Z,Portugal,Brick & Mortar,Retailer,90017057,Euronics,1
2025-06-01,P & A,Mouse,A2319150304,AQ Gamers Ms,Norway,Brick & Mortar,Retailer,90015144,Sound,114
2025-06-01,P & A,Internal HDD,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,India,E-Commerce,Retailer,90002008,,375
2025-06-01,PC,Gaming Laptop,A5318110104,AQ Gamer 1,India,Brick & Mortar,Retailer,90002012,Electricalsocity,15
2025-06-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,Spain,Brick & Mortar,Retailer,90018109,Chiptec,145
2025-06-01,P & A,Mouse,A2319150304,AQ Gamers Ms,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,211
2025-06-01,PC,Personal Laptop,A4218110205,AQ Digit,Netherlands,Brick & Mortar,Retailer,90014137,Media Markt,4
2025-06-01,P & A,Batteries,A3718150102,AQ LION x1,Poland,E-Commerce,Retailer,90016176,Amazon,4
2025-06-01,P & A,Mouse,A2419150402,AQ Lite Ms,USA,Brick & Mortar,Direct,ZZZ4159,AltiQ Exclusive,94
2025-06-01,PC,Personal Laptop,A4218110207,AQ Digit,Bangladesh,Brick & Mortar,Retailer,90010045,Control,45
2025-06-01,P & A,Mouse,A2720150701,AQ Trigger Ms,USA,Brick & Mortar,Retailer,90022078,Costco,222
2025-06-01,PC,Personal Laptop,A4118110105,AQ Aspiron,France,Brick & Mortar,Retailer,90011185,Epic Stores,8
2025-06-01,PC,Personal Laptop,A4519110503,AQ Gen X,France,E-Commerce,Direct,70011194,Atliq e Store,2
2025-06-01,PC,Gaming Laptop,A5621110405,AQ Smash 1,Germany,Brick & Mortar,Retailer,90012033,Digimarket,1
2025-06-01,P & A,Processors,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Spain,Brick & Mortar,Retailer,90018110,Boulanger,7 units
2025-06-01,P & A,Mouse,A2419150402,AQ Lite Ms,Germany,Brick & Mortar,Retailer,90012036,Billa,153
2025-06-01,P & A,Processors,A1521150601,AQ Electron 3 3600 Desktop Processor,India,E-Commerce,Retailer,90002008,Amazon,71
2025-06-01,P & A,Batteries,A3920150301,AQ LION x3,India,Brick & Mortar,Retailer,90002006,Viveks,24
2025-06-01,P & A,Keyboard,A3018150202,AQ Master wireless x1,USA,Brick & Mortar,Retailer,90022078,Costco,559
2025-06-01,P & A,MotherBoard,A1718150201,AQ MB Crossx,Canada,Brick & Mortar,Retailer,90023026,Relief,40
2025-06-01,P & A,Internal HDD,A0321150302,AQ Zion Saga,United Kingdom,E-Commerce,Direct,70021096,Atliq e Store,27
2025-06-01,PC,Business Laptop,A5018110205,AQ BZ Compact,India,E-Commerce,Retailer,90002010,Ebay,18
2025-06-01,P & A,Keyboard,A3220150403,AQ Lite,Austria,-,Retailer,90020101,Euronics,15
2025-06-01,P & A,Processors,A1521150602,AQ Electron 3 3600 Desktop Processor,United Kingdom,Brick & Mortar,Retailer,90021093,Chip 7,28
2025-06-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Japan,Brick & Mortar,Direct,70004069,AltiQ Exclusive,3
2025-06-01,P & A,Keyboard,A2918150104,AQ Master wired x1,Australia,Brick & Mortar,Direct,70008169,AltiQ Exclusive,137
2025-06-01,P & A,Batteries,A3818150202,AQ LION x2,USA,Brick & Mortar,Direct,70022084,AltiQ Exclusive,60
2025-06-01,P & A,Mouse,A2620150604,AQ Qwerty Ms,Norway,Brick & Mortar,Retailer,90015149,UniEuro,213
2025-06-01,PC,Personal Laptop,A4620110604,AQ Gen Y,Indonesia,E-Commerce,Retailer,90003180,Amazon,8
2025-06-01,P & A,Graphic Card,A0418150104,AQ Mforce Gen X,Mexico,E-Commerce,Retailer,ZZZ2584,Amazon,7
2025-06-01,PC,Business Laptop,A5018110206,AQ BZ Compact,Poland,E-Commerce,Retailer,90016176,Amazon,1 units
2025-06-01,P & A,MotherBoard,A2020150501,AQ MB Lito 2,India,E-Commerce,Retailer,90002016,Amazon,450 units
2025-06-01,PC,Personal Laptop,A4520110507,AQ Gen X,India,Brick & Mortar,Direct,70002017,,24
2025-06-01,P & A,MotherBoard,A1618150102,AQ MB Elite,Canada,E-Commerce,Direct,70023032,Atliq e Store,16
2025-06-01,P & A,Batteries,A3818150201,AQ LION x2,USA,Brick & Mortar,Retailer,90022072,Path,11
2025-06-01,P & A,Graphic Card,A0619150301,AQ Mforce Gen Z,Netherlands,E-Commerce,Retailer,90014141,Amazon,10
2025-06-01,P & A,Mouse,A2520150505,AQ Maxima Ms,Pakistan,E-Commerce,Retailer,90005162,Amazon,99
2025-06-01,P & A,Keyboard,A3220150404,AQ Lite,USA,Brick & Mortar,Retailer,90022076,Circuit City,300
2025-06-01,PC,Business Laptop,A5820110102,AQ BZ Allin1,Australia,Brick & Mortar,Retailer,90008166,Sound,3
2025-06-01,P & A,Batteries,A3718150101,AQ LION x1,Netherlands,Brick & Mortar,Direct,70014142,AltiQ Exclusive,8 units
2025-06-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,Germany,Brick & Mortar,Direct,70012042,AltiQ Exclusive,35 units
2025-06-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,1
2025-06-01,P & A,Graphic Card,A0418150103,AQ Mforce Gen X,India,Brick & Mortar,Retailer,90002004,Vijay Sales,114 units
2025-06-01,N & S,Wi fi extender,A7219160201,AQ Wi Power Dx2,Netherlands,Brick & Mortar,Retailer,90014136,Reliance Digital,36 units
2025-06-01,P & A,Mouse,A2620150604,AQ Qwerty Ms,France,E-Commerce,Retailer,90011192,Amazon,154
2025-06-01,N & S,External Solid State Drives,A6520160402,AQ Clx2,Austria,Brick & Mortar,Retailer,90020097,Atlas Stores,18
2025-06-01,PC,Business Laptop,A5219110405,AQ BZ Gen Z,France,Brick & Mortar,Retailer,ZZZ1911,Elite,5
2025-06-01,PC,Business Laptop,A5219110407,AQ BZ Gen Z,Portugal,Brick & Mortar,Retailer,90017050,Electricalsara Stores,1
2025-06-01,P & A,Mouse,A2420150406,AQ Lite Ms,Norway,E-Commerce,Retailer,90015150,Amazon,2655 units
2025-06-01,PC,Personal Desktop,A6018110101,AQ Home Allin1,Indonesia,E-Commerce,Direct,70003182,Atliq e Store,2
2025-06-01,P & A,Graphic Card,A0418150104,AQ Mforce Gen X,Spain,E-Commerce,Retailer,90018114,Amazon,9
2025-06-01,P & A,Keyboard,A2918150101,AQ Master wired x1,Sweden,Brick & Mortar,Retailer,90019202,Argos (Sainsbury's),22
2025-06-01,P & A,Keyboard,A3320150506,AQ Maxima,Philiphines,E-Commerce,Retailer,90006156,Amazon,161
2025-06-01,PC,Business Laptop,A5018110202,AQ BZ Compact,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,1 units
2025-06-01,P & A,Mouse,A2620150602,AQ Qwerty Ms,Germany,E-Commerce,Retailer,90012041,Amazon,145
2025-06-01,P & A,Mouse,A2620150606,AQ Qwerty Ms,France,E-Commerce,Retailer,90011192,Amazon,267
2025-06-01,PC,Personal Laptop,A4720110701,AQ GEN Z,Portugal,Brick & Mortar,Retailer,90017049,Premium Stores,3
2025-06-01,PC,Gaming Laptop,A5621110406,AQ Smash 1,Italy,Brick & Mortar,Retailer,90013122,Radio Popular,1
2025-06-01,P & A,Batteries,A4020150401,AQ Mx NB,Japan,Brick & Mortar,Retailer,90004066,Surface Stores,1
2025-06-01,PC,Personal Laptop,A4218110207,AQ Digit,India,E-Commerce,Retailer,90002016,Amazon,16
2025-06-01,PC,Personal Laptop,A4721110705,AQ GEN Z,Newzealand,E-Commerce,Direct,70009134,Atliq e Store,6
2025-06-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,59
2025-06-01,P & A,Mouse,A2419150401,AQ Lite Ms,Italy,Brick & Mortar,Retailer,90013116,Unity Stores,71
2025-06-01,PC,Business Laptop,A5820110102,AQ BZ Allin1,India,E-Commerce,Direct,70002018,Atliq e Store,7
2025-06-01,P & A,Processors,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Germany,E-Commerce,Retailer,90012041,,29 units
2025-06-01,P & A,MotherBoard,A2021150503,AQ MB Lito 2,Portugal,Brick & Mortar,Retailer,90017057,Euronics,17
2025-06-01,P & A,Mouse,A2219150206,AQ Master wireless x1 Ms,Canada,Brick & Mortar,Retailer,90023024,Sage,56
2025-06-01,PC,Personal Laptop,A4218110206,AQ Digit,Canada,Brick & Mortar,Retailer,90023029,,4
2025-06-01,P & A,MotherBoard,A1819150301,AQ MB Crossx 2,India,Brick & Mortar,Retailer,90002004,,111
2025-06-01,P & A,Mouse,A2620150605,AQ Qwerty Ms,Poland,Brick & Mortar,Retailer,90016174,Currys (Dixons Carphone),68
2025-06-01,P & A,Internal HDD,A0321150303,AQ Zion Saga,Canada,E-Commerce,Direct,70023032,Atliq e Store,31
2025-06-01,P & A,Graphic Card,A0418150106,AQ Mforce Gen X,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,58
2025-06-01,PC,Gaming Laptop,A5721110505,AQ Smash 2,Netherlands,Brick & Mortar,Direct,70014142,AltiQ Exclusive,2
2025-06-01,PC,Personal Laptop,A4218110207,AQ Digit,Portugal,Brick & Mortar,Retailer,90017057,Euronics,15
2025-06-01,PC,Business Laptop,A5219110406,AQ BZ Gen Z,India,Brick & Mortar,Retailer,90002004,Vijay Sales,10 units
2025-06-01,P & A,Keyboard,A3018150201,AQ Master wireless x1,Italy,Brick & Mortar,Retailer,90013120,Coolblue,65
2025-06-01,N & S,Wi fi extender,A7119160102,AQ Wi Power Dx1,Japan,Brick & Mortar,Retailer,90004066,Surface Stores,29
2025-06-01,P & A,Processors,A1521150602,AQ Electron 3 3600 Desktop Processor,USA,E-Commerce,Direct,70022085,Atliq e Store,60
2025-06-01,P & A,Graphic Card,A0418150105,AQ Mforce Gen X,Japan,Brick & Mortar,Retailer,90004062,Flawless Stores,14
2025-06-01,P & A,Keyboard,A2918150105,AQ Master wired x1,India,E-Commerce,Retailer,90002008,Amazon,693
2025-06-01,PC,Gaming Laptop,A5721110503,AQ Smash 2,India,Brick & Mortar,Retailer,90002005,Lotus,14
2025-06-01,N & S,External Solid State Drives,A6319160201,AQ Neuer SSD,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,48
2025-06-01,P & A,Batteries,A3819150205,AQ LION x2,Canada,-,Retailer,90023028,walmart,11
2025-06-01,P & A,Mouse,A2419150401,AQ Lite Ms,South Korea,E-Commerce,Retailer,90007197,Amazon,347
2025-06-01,P & A,Batteries,A3920150303,AQ LION x3,Germany,Brick & Mortar,Retailer,90012040,Fnac-Darty,4
2025-06-01,PC,Personal Desktop,A6019110107,AQ Home Allin1,France,Brick & Mortar,Retailer,90011189,UniEuro,15 units
2025-06-01,PC,Personal Laptop,A4520110507,AQ Gen X,Bangladesh,E-Commerce,Retailer,90010046,Amazon,4
2025-06-01,PC,Business Laptop,A5019110208,AQ BZ Compact,Philiphines,Brick & Mortar,Retailer,ZZZ8048,Insight,5
2025-06-01,P & A,Internal HDD,A0118150104,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Japan,Brick & Mortar,Retailer,90004061,Info Stores,8
2025-06-01,PC,Business Laptop,A4918110103,AQ BZ 101,China,Brick & Mortar,Retailer,90001020,Zone,5
2025-06-01,N & S,External Solid State Drives,A6519160401,AQ Clx2,Italy,Brick & Mortar,Retailer,90013121,Boulanger,54
2025-06-01,P & A,Graphic Card,A0418150105,AQ Mforce Gen X,Bangladesh,Brick & Mortar,Retailer,90010045,Control,8
2025-06-01,P & A,Batteries,A3718150105,AQ LION x1,Columbia,Brick & Mortar,Retailer,ZZZ1897,,1
2025-06-01,P & A,MotherBoard,A1618150103,AQ MB Elite,Japan,E-Commerce,Retailer,90004068,Amazon,4
2025-06-01,P & A,Graphic Card,A0721150402,AQ GT 21,Netherlands,Brick & Mortar,Retailer,90014136,Reliance Digital,9
2025-06-01,P & A,Graphic Card,A0519150203,AQ Mforce Gen Y,Portugal,Brick & Mortar,Retailer,90017056,Sorefoz,21
2025-06-01,PC,Business Laptop,A5018110201,AQ BZ Compact,Australia,Brick & Mortar,Direct,70008169,AltiQ Exclusive,10
2025-06-01,PC,Gaming Laptop,A5519110301,AQ Gamer 3,Indonesia,E-Commerce,Direct,70003182,Atliq e Store,8
2025-06-01,P & A,Mouse,A2419150404,AQ Lite Ms,USA,Brick & Mortar,Retailer,90022077,Radio Shack,455 units
2025-06-01,N & S,Wi fi extender,A7321160302,AQ Wi Power Dx3,Indonesia,E-Commerce,Retailer,90003180,Amazon,261 units
2025-06-01,P & A,Keyboard,A3220150406,AQ Lite,United Kingdom,Brick & Mortar,Retailer,90021094,Coolblue,83
2025-06-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,Japan,Brick & Mortar,Retailer,90004062,Flawless Stores,1
2025-06-01,N & S,External Solid State Drives,A6319160203,AQ Neuer SSD,Italy,Brick & Mortar,Retailer,90013116,Unity Stores,44
2025-06-01,PC,Personal Laptop,A4319110306,AQ Velocity,Germany,Brick & Mortar,Direct,70012042,AltiQ Exclusive,2
2025-06-01,PC,Personal Laptop,A4218110202,AQ Digit,Germany,Brick & Mortar,Retailer,90012037,Saturn,6
2025-06-01,PC,Personal Laptop,A4620110602,AQ Gen Y,Spain,Brick & Mortar,Retailer,90018113,ElkjÃ¸p,5
2025-06-01,P & A,Mouse,A2720150701,AQ Trigger Ms,Pakistan,Brick & Mortar,Retailer,90005161,Zone,74
2025-06-01,N & S,External Solid State Drives,A6319160202,AQ Neuer SSD,Japan,Brick & Mortar,Retailer,90004064,All-Out,69 units
2025-06-01,P & A,MotherBoard,A1618150103,AQ MB Elite,Italy,Brick & Mortar,Retailer,90013118,,3 units
2025-06-01,P & A,Keyboard,A3320150505,AQ Maxima,Japan,Brick & Mortar,Retailer,90004064,All-Out,51
2025-06-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Columbia,Brick & Mortar,Retailer,90025209,Electricalsbea Stores,3
2025-06-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,France,Brick & Mortar,Direct,70011193,AltiQ Exclusive,181
2025-06-01,P & A,MotherBoard,A1618150103,AQ MB Elite,Norway,E-Commerce,Retailer,90015150,Amazon,5
2025-06-01,PC,Personal Laptop,A4620110608,AQ Gen Y,Germany,UNKNOWN,Retailer,90012041,Amazon,5
2025-06-01,P & A,Graphic Card,A0621150307,AQ Mforce Gen Z,Germany,Brick & Mortar,Retailer,90012040,Fnac-Darty,26
2025-06-01,PC,Business Laptop,A5018110201,AQ BZ Compact,USA,Brick & Mortar,Retailer,90022077,,15
2025-06-01,PC,Business Laptop,A5018110207,AQ BZ Compact,Indonesia,E-Commerce,Retailer,90003180,Amazon,4
2025-06-01,N & S,External Solid State Drives,A6319160202,AQ Neuer SSD,USA,Brick & Mortar,Retailer,90022073,Control,466
2025-06-01,PC,Gaming Laptop,A5318110107,AQ Gamer 1,United Kingdom,Brick & Mortar,Retailer,90021090,Radio Popular,3
2025-06-01,PC,Gaming Laptop,A5419110203,AQ Gamer 2,Philiphines,E-Commerce,Direct,70006158,,1
2025-06-01,P & A,Processors,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Norway,Brick & Mortar,Retailer,90015144,Sound,14
2025-06-01,N & S,USB Flash Drives,A6819160203,AQ Pen Drive DRC,Australia,Brick & Mortar,Retailer,90008165,Forward Stores,185 units
2025-06-01,PC,Business Laptop,A5219110403,AQ BZ Gen Z,India,E-Commerce,Retailer,90002009,Flipkart,19
2025-06-01,P & A,Batteries,A3920150301,AQ LION x3,United Kingdom,Brick & Mortar,Retailer,90021093,Chip 7,21
2025-06-01,P & A,Graphic Card,A0418150103,AQ Mforce Gen X,Poland,Brick & Mortar,Retailer,90016172,Power,4 units
2025-06-01,PC,Business Laptop,A5220110408,AQ BZ Gen Z,Canada,E-Commerce,Direct,70023032,Atliq e Store,7
2025-06-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,Portugal,E-Commerce,Direct,70017060,Atliq e Store,1 units
2025-06-01,N & S,External Solid State Drives,A6319160202,AQ Neuer SSD,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,43
2025-06-01,P & A,Keyboard,A2918150104,AQ Master wired x1,Newzealand,Brick & Mortar,Retailer,90009129,Leader,65
2025-06-01,PC,Business Laptop,A5119110305,AQ BZ Gen Y,USA,E-Commerce,Retailer,90022082,Amazon,17
2025-06-01,P & A,Processors,A1420150501,AQ Electron 4 3600 Desktop Processor,Germany,Brick & Mortar,Retailer,90012038,Expert,11
2025-06-01,P & A,Keyboard,A3421150606,AQ Qwerty,Pakistan,Brick & Mortar,Retailer,ZZZ6221,Nomad Stores,67 units
2025-06-01,P & A,Keyboard,A3421150604,AQ Qwerty,Spain,Brick & Mortar,Retailer,90018113,ElkjÃ¸p,79
2025-06-01,N & S,Wi fi extender,A7119160103,AQ Wi Power Dx1,India,Brick & Mortar,Retailer,90002014,Expression,696
2025-06-01,PC,Personal Laptop,A4620110606,AQ Gen Y,USA,Brick & Mortar,Retailer,90022073,Control,16
2025-06-01,N & S,External Solid State Drives,A6520160402,AQ Clx2,Poland,E-Commerce,Direct,70016178,Atliq e Store,32
2025-06-01,P & A,Graphic Card,A0418150105,AQ Mforce Gen X,Indonesia,E-Commerce,Retailer,90003180,Amazon,93
2025-06-01,P & A,Batteries,A4021150405,AQ Mx NB,Italy,E-Commerce,Retailer,90013124,Amazon,4
2025-06-01,P & A,Graphic Card,A0519150201,AQ Mforce Gen Y,Australia,Brick & Mortar,Retailer,90008165,Forward Stores,60
2025-06-01,P & A,Keyboard,A2918150105,AQ Master wired x1,India,UNKNOWN,Retailer,90002006,Viveks,831
2025-06-01,P & A,Graphic Card,A0721150403,AQ GT 21,France,-,Retailer,90011190,Media Markt,52
2025-06-01,PC,Gaming Laptop,A5721110506,AQ Smash 2,USA,E-Commerce,Retailer,ZZZ6644,,8
2025-06-01,P & A,Processors,A1420150501,AQ Electron 4 3600 Desktop Processor,Netherlands,Brick & Mortar,Direct,70014142,AltiQ Exclusive,9
2025-06-01,P & A,Mouse,A2118150103,AQ Master wired x1 Ms,Philiphines,E-Commerce,Retailer,90006156,Amazon,164
2025-06-01,P & A,Mouse,A2319150304,AQ Gamers Ms,France,Brick & Mortar,Direct,70011193,AltiQ Exclusive,70
2025-06-01,P & A,Keyboard,A3120150304,AQ Gamers,Japan,Brick & Mortar,Retailer,90004062,Flawless Stores,42
2025-06-01,P & A,Graphic Card,A0519150206,AQ Mforce Gen Y,Portugal,Brick & Mortar,Retailer,90017058,Mbit,20
2025-06-01,P & A,Keyboard,A3120150304,AQ Gamers,Australia,Brick & Mortar,Retailer,90008166,Sound,3165
2025-06-01,P & A,Mouse,A2118150104,AQ Master wired x1 Ms,Austria,Brick & Mortar,Retailer,90020102,,34
2025-06-01,PC,Business Laptop,A4918110103,AQ BZ 101,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,27
2025-06-01,PC,Personal Laptop,A4620110605,AQ Gen Y,Portugal,Brick & Mortar,Retailer,90017050,Electricalsara Stores,2
2025-06-01,N & S,External Solid State Drives,A6419160301,AQ Clx1,India,E-Commerce,Retailer,90002016,Amazon,932
2025-06-01,P & A,Processors,A1420150502,AQ Electron 4 3600 Desktop Processor,Pakistan,E-Commerce,Retailer,90005162,Amazon,285
2025-06-01,P & A,Processors,A1421150503,AQ Electron 4 3600 Desktop Processor,Netherlands,Brick & Mortar,Retailer,90014137,Media Markt,22
2025-06-01,P & A,Keyboard,A3220150406,AQ Lite,India,E-Commerce,Retailer,90002008,Amazon,828 units
2025-06-01,N & S,External Solid State Drives,A6419160303,AQ Clx1,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,81
2025-06-01,P & A,Keyboard,A3421150603,AQ Qwerty,Japan,Brick & Mortar,Retailer,90004061,Info Stores,41
2025-06-01,P & A,Graphic Card,A0519150208,AQ Mforce Gen Y,Norway,-,Retailer,90015148,Boulanger,33
2025-06-01,P & A,Keyboard,A3220150405,AQ Lite,Italy,Brick & Mortar,Retailer,90013121,Boulanger,118
2025-06-01,P & A,Batteries,A3920150304,AQ LION x3,Bangladesh,E-Commerce,Direct,70010048,Atliq e Store,10 units
2025-06-01,P & A,Keyboard,A3320150503,AQ Maxima,Germany,Brick & Mortar,Retailer,90012033,Digimarket,62
2025-06-01,P & A,Mouse,A2620150606,AQ Qwerty Ms,France,Brick & Mortar,Retailer,90011189,UniEuro,40
2025-06-01,P & A,Graphic Card,A0619150301,AQ Mforce Gen Z,Spain,Brick & Mortar,Retailer,90018109,Chiptec,13
2025-06-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,Indonesia,Brick & Mortar,Direct,70003181,AltiQ Exclusive,83
2025-06-01,PC,Gaming Laptop,A5419110203,AQ Gamer 2,Canada,Brick & Mortar,Retailer,90023028,walmart,4
