date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,forecast_quantity
2025-06-01,P & A,MotherBoard,A1718150201,AQ MB Crossx,Philiphines,Brick & Mortar,Distributor,80006154,Synthetic,17
2025-06-01,P & A,Processors,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,USA,E-Commerce,Direct,70022085,Atliq e Store,18
2025-06-01,PC,Business Laptop,A5820110102,AQ BZ Allin1,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,8
2025-06-01,N & S,USB Flash Drives,A6720160103,AQ Pen Drive 2 IN 1,United Kingdom,Brick & Mortar,Retailer,90021094,Coolblue,252
2025-06-01,PC,Gaming Laptop,A5621110406,AQ Smash 1,Italy,E-Commerce,Retailer,90013124,Amazon,1
2025-01-06,P & A,MotherBoard,A1919150401,AQ MB Lito,India,Brick & Mortar,Retailer,90002001,Reliance Digital,42
2025-06-01,P & A,MotherBoard,A1919150402,AQ MB Lito,Philiphines,E-Commerce,Retailer,90006156,Amazon,24
2025-06-01,P & A,Mouse,A2721150703,AQ Trigger Ms,Columbia,Brick & Mortar,Retailer,90025209,Electricalsbea Stores,20
2025-06-01,P & A,Processors,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,India,E-Commerce,Direct,70002018,Atliq e Store,273
2025-06-01,N & S,USB Flash Drives,A6818160202,AQ Pen Drive DRC,United Kingdom,Brick & Mortar,Retailer,90021088,Electricalslytical,712
2025-06-01,P & A,Mouse,A2319150305,AQ Gamers Ms,Austria,E-Commerce,Direct,70020104,Atliq e Store,40
2025-01-06,P & A,Mouse,A2419150405,AQ Lite Ms,Germany,Brick & Mortar,Direct,70012042,AltiQ Exclusive,93
2025-06-01,PC,Personal Laptop,A4419110404,AQ Elite,Australia,Brick & Mortar,Direct,70008169,AltiQ Exclusive,10
2025-06-01,PC,Gaming Laptop,A5721110502,AQ Smash 2,Canada,Brick & Mortar,Retailer,90023022,Nomad Stores,3
2025-06-01,P & A,Processors,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Bangladesh,E-Commerce,Retailer,90010046,Amazon,23
2025-06-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,USA,E-Commerce,Direct,70022085,Atliq e Store,8
2025-06-01,PC,Business Laptop,A5119110303,AQ BZ Gen Y,Australia,Brick & Mortar,Retailer,90008164,Digimarket,7
2025-06-01,P & A,Internal HDD,A0220150203,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Germany,Brick & Mortar,Retailer,90012037,Saturn,16
2025-06-01,PC,Gaming Laptop,A5419110207,AQ Gamer 2,India,Brick & Mortar,Retailer,90002014,Expression,6 units
2025-06-01,P & A,Graphic Card,A0418150104,AQ Mforce Gen X,Italy,E-Commerce,Direct,70013126,Atliq e Store,17
2025-06-01,P & A,Mouse,A2419150401,AQ Lite Ms,Newzealand,Brick & Mortar,Retailer,90009130,Logic Stores,122
2025-06-01,P & A,Batteries,A3920150303,AQ LION x3,Portugal,Brick & Mortar,Retailer,90017052,Power,9
2025-06-01,PC,Business Laptop,A5820110107,AQ BZ Allin1,Spain,Brick & Mortar,Retailer,90018113,ElkjÃ¸p,1
2025-06-01,PC,Business Laptop,A5119110301,AQ BZ Gen Y,Pakistan,Brick & Mortar,Retailer,ZZZ7807,Zone,4
2025-06-01,P & A,Mouse,A2721150705,AQ Trigger Ms,Canada,Brick & Mortar,Retailer,90023029,Staples,79
2025-06-01,P & A,Mouse,A2118150102,AQ Master wired x1 Ms,India,Brick & Mortar,Retailer,90002005,Lotus,707
2025-06-01,P & A,Keyboard,A3320150506,AQ Maxima,Newzealand,Brick & Mortar,Retailer,90009130,Logic Stores,30
2025-06-01,P & A,Keyboard,A3220150406,AQ Lite,Newzealand,Brick & Mortar,Retailer,90009129,Leader,73
2025-06-01,P & A,Graphic Card,A0418150105,AQ Mforce Gen X,Spain,Brick & Mortar,Retailer,90018108,Relief,23
2025-06-01,P & A,Batteries,A4020150402,AQ Mx NB,Norway,Brick & Mortar,Retailer,90015148,Boulanger,5 units
2025-06-01,PC,Personal Laptop,A4519110502,AQ Gen X,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,1
2025-06-01,P & A,Internal HDD,A0320150301,AQ Zion Saga,India,Brick & Mortar,Retailer,90002005,Lotus,89
2025-06-01,P & A,Mouse,A2218150202,AQ Master wireless x1 Ms,Columbia,Brick & Mortar,Retailer,90025209,Electricalsbea Stores,12
2025-01-06,PC,Personal Desktop,A6019110108,AQ Home Allin1,Spain,E-Commerce,Retailer,90018106,Flipkart,1
2025-06-01,P & A,Keyboard,A3521150704,AQ Trigger,Portugal,Brick & Mortar,Retailer,90017058,Mbit,107
2025-06-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,Australia,Brick & Mortar,Retailer,90008165,Forward Stores,9
2025-06-01,P & A,Internal HDD,A0321150302,AQ Zion Saga,France,Brick & Mortar,UNKNOWN,90011190,Media Markt,25
2025-01-06,PC,Gaming Laptop,A5721110504,AQ Smash 2,Norway,Brick & Mortar,Retailer,90015144,Sound,4
2025-01-06,N & S,External Solid State Drives,A6520160403,AQ Clx2,United Kingdom,Brick & Mortar,Retailer,90021088,Electricalslytical,144
2025-06-01,P & A,Mouse,A2520150504,AQ Maxima Ms,Portugal,E-Commerce,Direct,70017060,Atliq e Store,31
2025-06-01,PC,Gaming Laptop,A5721110505,AQ Smash 2,Norway,Brick & Mortar,Retailer,90015145,Synthetic,4
2025-06-01,P & A,Processors,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Canada,Brick & Mortar,Retailer,90023025,Premium Stores,36
2025-06-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,Austria,Brick & Mortar,Retailer,90020102,Fnac-Darty,2
2025-06-01,PC,Gaming Laptop,A5318110108,AQ Gamer 1,Newzealand,E-Commerce,Direct,70009134,Atliq e Store,1
2025-06-01,P & A,Graphic Card,A0721150403,AQ GT 21,Norway,Brick & Mortar,Retailer,90015144,Sound,27 units
2025-06-01,P & A,Keyboard,A2918150102,AQ Master wired x1,South Korea,E-Commerce,Retailer,90007197,Amazon,110 units
2025-06-01,PC,Business Laptop,A5219110403,AQ BZ Gen Z,Portugal,Brick & Mortar,Retailer,ZZZ5901,Euronics,5
2025-06-01,P & A,Mouse,A2721150703,AQ Trigger Ms,USA,Brick & Mortar,Retailer,ZZZ5345,Staples,272
2025-06-01,PC,Business Laptop,A5018110204,AQ BZ Compact,Portugal,Brick & Mortar,Retailer,90017054,Flawless Stores,3 units
2025-06-01,P & A,Processors,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Poland,Brick & Mortar,Retailer,90016172,Power,17
2025-06-01,N & S,Wi fi extender,A7119160103,AQ Wi Power Dx1,India,Brick & Mortar,Retailer,90002002,Croma,706
2025-06-01,P & A,Mouse,A2319150303,AQ Gamers Ms,France,Brick & Mortar,Retailer,90011186,Elite,237
2025-06-01,PC,Gaming Laptop,A5520110307,AQ Gamer 3,Spain,Brick & Mortar,N/A,90018109,Chiptec,2
2025-06-01,P & A,Batteries,A3718150103,AQ LION x1,Italy,Brick & Mortar,Retailer,90013118,Fnac-Darty,60
2025-06-01,PC,Personal Laptop,A4520110504,AQ Gen X,India,Brick & Mortar,Retailer,90002012,Electricalsocity,23 units
2025-01-06,P & A,Mouse,A2319150306,AQ Gamers Ms,South Korea,E-Commerce,Retailer,90007197,Amazon,198
2025-06-01,P & A,Mouse,A2821150801,AQ Lumina Ms,Poland,Brick & Mortar,Retailer,90016173,Expert,8
2025-06-01,P & A,Graphic Card,A0519150207,AQ Mforce Gen Y,Germany,Brick & Mortar,Retailer,90012033,Digimarket,11
2025-06-01,PC,Gaming Laptop,A5721110503,AQ Smash 2,Spain,Brick & Mortar,Retailer,90018113,ElkjÃ¸p,1 units
2025-06-01,P & A,Mouse,A2721150705,AQ Trigger Ms,USA,Brick & Mortar,-,70022084,,448
2025-06-01,PC,Business Laptop,A5820110107,AQ BZ Allin1,United Kingdom,Brick & Mortar,Retailer,90021094,Coolblue,7
2025-01-06,PC,Business Laptop,A5018110202,AQ BZ Compact,India,E-Commerce,-,90002008,Amazon,21
2025-06-01,PC,Business Laptop,A5018110207,AQ BZ Compact,Newzealand,Brick & Mortar,Retailer,ZZZ1359,Leader,1
2025-06-01,P & A,Mouse,A2118150102,AQ Master wired x1 Ms,Portugal,E-Commerce,Direct,70017060,Atliq e Store,89
2025-01-06,PC,Business Laptop,A5119110308,AQ BZ Gen Y,Newzealand,E-Commerce,Retailer,90009132,Amazon,40
2025-06-01,P & A,Mouse,A2319150301,AQ Gamers Ms,United Kingdom,Brick & Mortar,Retailer,ZZZ8136,Electricalsquipo Stores,64
2025-06-01,PC,Gaming Laptop,A5419110205,AQ Gamer 2,Spain,E-Commerce,Retailer,90018106,Flipkart,4
2025-06-01,P & A,Keyboard,A2918150103,AQ Master wired x1,India,E-Commerce,Retailer,90002016,,86
2025-06-01,P & A,Processors,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Austria,Brick & Mortar,Retailer,90020098,Electricalsquipo Stores,10
2025-06-01,P & A,Batteries,A4021150404,AQ Mx NB,India,Brick & Mortar,Retailer,90002005,,59
2025-01-06,P & A,Batteries,A3920150302,AQ LION x3,Portugal,Brick & Mortar,Retailer,90017052,Power,6
2025-06-01,PC,Gaming Laptop,A5318110108,AQ Gamer 1,Japan,Brick & Mortar,Retailer,90004062,Flawless Stores,1
2025-06-01,PC,Business Laptop,A5219110403,AQ BZ Gen Z,United Kingdom,Brick & Mortar,Retailer,90021088,Electricalslytical,3 units
2025-01-06,P & A,Graphic Card,A0721150401,AQ GT 21,Portugal,Brick & Mortar,Retailer,90017049,Premium Stores,10
2025-01-06,P & A,Processors,A1421150503,AQ Electron 4 3600 Desktop Processor,United Kingdom,E-Commerce,Direct,70021096,Atliq e Store,1200
2025-06-01,P & A,Keyboard,A3119150301,AQ Gamers,Poland,E-Commerce,Retailer,90016176,Amazon,16
2025-01-06,P & A,Mouse,A2520150505,AQ Maxima Ms,USA,Brick & Mortar,Retailer,90022072,Path,289
2025-06-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,Japan,Brick & Mortar,Direct,70004069,AltiQ Exclusive,43
2025-06-01,N & S,Wi fi extender,A7219160201,AQ Wi Power Dx2,South Korea,E-Commerce,Retailer,90007197,Amazon,152
2025-06-01,PC,Gaming Laptop,A5519110303,AQ Gamer 3,United Kingdom,E-Commerce,Direct,70021096,Atliq e Store,4
2025-06-01,P & A,Mouse,A2620150604,AQ Qwerty Ms,India,E-Commerce,Retailer,90002010,Ebay,834
2025-06-01,PC,Gaming Laptop,A5621110406,AQ Smash 1,France,E-Commerce,Retailer,90011192,Amazon,3
2025-06-01,PC,Personal Laptop,A4419110401,AQ Elite,Bangladesh,E-Commerce,Retailer,90010046,Amazon,7
2025-06-01,PC,Gaming Laptop,A5721110505,AQ Smash 2,Bangladesh,E-Commerce,N/A,90010046,Amazon,3
2025-06-01,P & A,Batteries,A3718150102,AQ LION x1,Poland,Brick & Mortar,Retailer,90016174,Currys (Dixons Carphone),4
2025-06-01,PC,Personal Desktop,A6120110206,AQ HOME Allin1 Gen 2,USA,Brick & Mortar,Retailer,90022072,Path,60 units
2025-06-01,P & A,Processors,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Poland,Brick & Mortar,Retailer,90016173,Expert,7 units
2025-06-01,PC,Business Laptop,A4918110101,AQ BZ 101,Austria,Brick & Mortar,Retailer,90020102,Fnac-Darty,1
2025-06-01,PC,Business Laptop,A5119110306,AQ BZ Gen Y,Germany,Brick & Mortar,Retailer,90012040,Fnac-Darty,2
2025-06-01,PC,Personal Laptop,A4218110205,AQ Digit,Portugal,Brick & Mortar,Retailer,90017057,Euronics,2
2025-06-01,PC,Business Laptop,A5018110204,AQ BZ Compact,South Korea,Brick & Mortar,-,70007198,AltiQ Exclusive,11
2025-06-01,P & A,Batteries,A3818150201,AQ LION x2,Italy,Brick & Mortar,Retailer,90013117,Euronics,18
2025-06-01,P & A,Graphic Card,A0620150305,AQ Mforce Gen Z,Netherlands,Brick & Mortar,Retailer,90014140,Radio Popular,12
2025-06-01,P & A,MotherBoard,A2021150503,AQ MB Lito 2,Spain,Brick & Mortar,Retailer,90018113,ElkjÃ¸p,16
2025-06-01,P & A,Processors,A1420150502,AQ Electron 4 3600 Desktop Processor,Norway,E-Commerce,Retailer,90015150,Amazon,50
2025-06-01,PC,Personal Laptop,A4218110205,AQ Digit,Germany,Brick & Mortar,Retailer,90012040,Fnac-Darty,2
2025-06-01,PC,Business Laptop,A5018110204,AQ BZ Compact,South Korea,Brick & Mortar,Distributor,80007196,Leader,35 units
2025-06-01,N & S,USB Flash Drives,A6720160103,AQ Pen Drive 2 IN 1,India,E-Commerce,Direct,70002018,Atliq e Store,502
2025-06-01,P & A,Graphic Card,A0821150503,AQ Marquee P3,Germany,Brick & Mortar,Retailer,90012034,Otto,22
2025-06-01,N & S,Wi fi extender,A7220160203,AQ Wi Power Dx2,Austria,Brick & Mortar,-,90020100,Nova,5
2025-06-01,PC,Personal Laptop,A4620110608,AQ Gen Y,Sweden,Brick & Mortar,Retailer,90019201,Expert,1
2025-06-01,PC,Business Laptop,A4918110101,AQ BZ 101,Spain,Brick & Mortar,-,90018105,Integration Stores,4
2025-06-01,P & A,Graphic Card,A0821150502,AQ Marquee P3,Spain,Brick & Mortar,Retailer,90018113,ElkjÃ¸p,15
2025-06-01,P & A,Keyboard,A3521150704,AQ Trigger,Norway,Brick & Mortar,Retailer,90015145,Synthetic,86 units
2025-06-01,P & A,Mouse,A2319150302,AQ Gamers Ms,Japan,Brick & Mortar,Retailer,90004066,Surface Stores,69
2025-06-01,PC,Personal Laptop,A4218110206,AQ Digit,France,Brick & Mortar,Retailer,90011189,UniEuro,2
2025-06-01,PC,Business Laptop,A5018110202,AQ BZ Compact,United Kingdom,Brick & Mortar,Retailer,90021088,Electricalslytical,4
2025-06-01,P & A,Internal HDD,A0118150103,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Spain,Brick & Mortar,Retailer,90018110,Boulanger,4
2025-06-01,P & A,Keyboard,A3018150202,AQ Master wireless x1,Australia,E-Commerce,Direct,70008170,Atliq e Store,88
2025-06-01,P & A,Mouse,A2419150402,AQ Lite Ms,China,E-Commerce,Retailer,90001021,Taobao,440
2025-06-01,PC,Business Laptop,A5820110101,AQ BZ Allin1,Germany,E-Commerce,Retailer,90012041,Amazon,3
2025-01-06,PC,Personal Laptop,A4620110608,AQ Gen Y,Italy,Brick & Mortar,Retailer,90013120,Coolblue,2
2025-06-01,P & A,MotherBoard,A1618150103,AQ MB Elite,Spain,Brick & Mortar,Retailer,90018110,Boulanger,8
2025-01-06,P & A,Batteries,A3718150105,AQ LION x1,Columbia,Brick & Mortar,UNKNOWN,90025209,Electricalsbea Stores,2
2025-06-01,P & A,Processors,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Canada,Brick & Mortar,Retailer,ZZZ7888,Relief,58
2025-06-01,P & A,MotherBoard,A1819150301,AQ MB Crossx 2,Japan,Brick & Mortar,Retailer,90004061,Info Stores,4
2025-06-01,P & A,Keyboard,A3521150702,AQ Trigger,China,Brick & Mortar,Retailer,ZZZ1317,Zone,128
2025-06-01,P & A,Graphic Card,A0721150402,AQ GT 21,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,214
2025-06-01,P & A,Graphic Card,A0721150403,AQ GT 21,Australia,Brick & Mortar,Retailer,90008164,Digimarket,1060
2025-06-01,PC,Personal Laptop,A4218110208,AQ Digit,USA,Brick & Mortar,Retailer,90022080,Staples,280
2025-06-01,PC,Personal Laptop,A4218110204,AQ Digit,Japan,Brick & Mortar,Direct,70004069,AltiQ Exclusive,1
2025-06-01,P & A,Mouse,A2721150704,AQ Trigger Ms,Austria,Brick & Mortar,Retailer,90020100,Nova,39
2025-06-01,P & A,Mouse,A2721150702,AQ Trigger Ms,Australia,E-Commerce,Direct,70008170,Atliq e Store,384
2025-06-01,P & A,Keyboard,A3220150403,AQ Lite,India,E-Commerce,Retailer,90002010,Ebay,317
2025-06-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,Mexico,E-Commerce,Direct,70026206,Atliq e Store,1
2025-06-01,P & A,Mouse,A2620150603,AQ Qwerty Ms,India,Brick & Mortar,Retailer,90002013,Electricalslytical,151 units
2025-06-01,N & S,External Solid State Drives,A6419160303,AQ Clx1,Chile,E-Commerce,Retailer,90024184,Amazon,13
2025-06-01,P & A,Internal HDD,A0321150302,AQ Zion Saga,Australia,Brick & Mortar,Retailer,90008165,Forward Stores,7
2025-06-01,PC,Personal Desktop,A6018110101,AQ Home Allin1,India,Brick & Mortar,Retailer,90002005,Lotus,3
2025-06-01,P & A,Keyboard,A3521150705,AQ Trigger,Newzealand,Brick & Mortar,Retailer,90009128,Propel,15
2025-01-06,PC,Gaming Laptop,A5318110108,AQ Gamer 1,USA,Brick & Mortar,Retailer,90022073,Control,4
2025-06-01,P & A,MotherBoard,A1618150104,AQ MB Elite,United Kingdom,Brick & Mortar,Retailer,90021093,Chip 7,43
2025-01-06,P & A,Keyboard,A3420150602,AQ Qwerty,Australia,Brick & Mortar,Retailer,90008165,Forward Stores,113
2025-06-01,PC,Business Laptop,A5119110306,AQ BZ Gen Y,Newzealand,Brick & Mortar,Retailer,90009129,Leader,3
2025-06-01,PC,Gaming Laptop,A5520110306,AQ Gamer 3,USA,E-Commerce,Retailer,90022082,Amazon,7
2025-06-01,N & S,External Solid State Drives,A6319160203,AQ Neuer SSD,Spain,Brick & Mortar,Retailer,90018110,Boulanger,154
2025-06-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Mexico,E-Commerce,Direct,70026206,Atliq e Store,5
2025-06-01,P & A,Mouse,A2721150703,AQ Trigger Ms,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,120
2025-06-01,P & A,Batteries,A3920150302,AQ LION x3,United Kingdom,E-Commerce,-,70021096,Atliq e Store,23
2025-01-06,PC,Business Laptop,A5820110104,AQ BZ Allin1,Norway,Brick & Mortar,Retailer,90015145,Synthetic,40
2025-01-06,P & A,Keyboard,A3320150502,AQ Maxima,France,Brick & Mortar,Retailer,ZZZ6067,Elite,162
2025-01-06,PC,Business Laptop,A5119110302,AQ BZ Gen Y,USA,E-Commerce,Direct,70022085,Atliq e Store,13
2025-06-01,P & A,Graphic Card,A0519150205,AQ Mforce Gen Y,India,E-Commerce,Retailer,90002010,Ebay,204
2025-06-01,P & A,Mouse,A2721150702,AQ Trigger Ms,Canada,E-Commerce,Direct,70023032,Atliq e Store,223
2025-06-01,P & A,Internal HDD,A0220150203,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,71
2025-06-01,P & A,Keyboard,A3220150402,AQ Lite,Australia,Brick & Mortar,Retailer,90008166,Sound,25
2025-06-01,PC,Gaming Laptop,A5519110302,AQ Gamer 3,United Kingdom,Brick & Mortar,Retailer,90021088,Electricalslytical,6
2025-06-01,P & A,MotherBoard,A1819150301,AQ MB Crossx 2,Japan,E-Commerce,Direct,70004070,Atliq e Store,5
2025-06-01,P & A,Keyboard,A2918150104,AQ Master wired x1,France,E-Commerce,Retailer,90011192,Amazon,37
2025-06-01,PC,Business Laptop,A5119110303,AQ BZ Gen Y,Japan,Brick & Mortar,Retailer,ZZZ2876,Neptune,1
2025-06-01,PC,Personal Desktop,A6018110102,AQ Home Allin1,India,Brick & Mortar,Retailer,90002004,Vijay Sales,2
2025-06-01,PC,Business Laptop,A5220110408,AQ BZ Gen Z,Canada,Brick & Mortar,Retailer,90023024,Sage,11
2025-06-01,N & S,External Solid State Drives,A6319160203,AQ Neuer SSD,Poland,E-Commerce,Retailer,90016176,Amazon,43
2025-06-01,P & A,Processors,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Mexico,E-Commerce,Direct,70026206,Atliq e Store,2
2025-06-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,Portugal,Brick & Mortar,Retailer,90017056,Sorefoz,20
2025-06-01,P & A,Internal HDD,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Pakistan,Brick & Mortar,N/A,90005160,Nomad Stores,15
2025-06-01,PC,Gaming Laptop,A5520110308,AQ Gamer 3,Norway,E-Commerce,Retailer,90015150,Amazon,5
2025-06-01,P & A,Processors,A1420150501,AQ Electron 4 3600 Desktop Processor,Poland,Brick & Mortar,Direct,70016177,AltiQ Exclusive,4 units
2025-06-01,P & A,Batteries,A3819150204,AQ LION x2,Norway,E-Commerce,Direct,70015152,Atliq e Store,16
2025-06-01,P & A,Mouse,A2419150403,AQ Lite Ms,Japan,E-Commerce,Retailer,90004068,Amazon,53
2025-06-01,P & A,Internal HDD,A0321150302,AQ Zion Saga,USA,Brick & Mortar,Retailer,90022072,Path,27
2025-06-01,N & S,External Solid State Drives,A6419160301,AQ Clx1,France,Brick & Mortar,Direct,ZZZ6096,AltiQ Exclusive,161
2025-06-01,P & A,Batteries,A4020150401,AQ Mx NB,Poland,Brick & Mortar,Direct,70016177,AltiQ Exclusive,4
2025-06-01,P & A,Keyboard,A3521150704,AQ Trigger,Italy,Brick & Mortar,Retailer,90013122,Radio Popular,80
2025-06-01,PC,Personal Laptop,A4419110408,AQ Elite,Philiphines,Brick & Mortar,Retailer,90006153,Insight,5 units
2025-06-01,PC,Personal Laptop,A4419110402,AQ Elite,India,Brick & Mortar,UNKNOWN,90002004,Vijay Sales,17
2025-06-01,P & A,Mouse,A2620150602,AQ Qwerty Ms,Newzealand,E-Commerce,Retailer,90009132,Amazon,178
2025-06-01,P & A,Mouse,A2721150704,AQ Trigger Ms,Columbia,Brick & Mortar,Retailer,90025209,Electricalsbea Stores,26
2025-06-01,PC,Personal Desktop,A6018110102,AQ Home Allin1,India,Brick & Mortar,Retailer,90002012,Electricalsocity,4
2025-06-01,PC,Gaming Laptop,A5721110504,AQ Smash 2,Spain,Brick & Mortar,Retailer,90018108,Relief,2
2025-06-01,P & A,Keyboard,A3421150604,AQ Qwerty,USA,Brick & Mortar,Retailer,90022078,Costco,377
2025-06-01,P & A,Processors,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Germany,Brick & Mortar,Retailer,90012040,Fnac-Darty,8
2025-06-01,PC,Personal Desktop,A6018110102,AQ Home Allin1,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,2
2025-06-01,N & S,USB Flash Drives,A6720160103,AQ Pen Drive 2 IN 1,Newzealand,E-Commerce,Direct,70009134,Atliq e Store,274
2025-06-01,PC,Gaming Laptop,A5620110402,AQ Smash 1,Portugal,Brick & Mortar,Retailer,90017050,Electricalsara Stores,3
2025-06-01,PC,Personal Laptop,A4319110303,AQ Velocity,Japan,E-Commerce,Direct,70004070,Atliq e Store,1
2025-06-01,P & A,Mouse,A2319150306,AQ Gamers Ms,Australia,E-Commerce,Retailer,90008168,Amazon,382
2025-06-01,N & S,USB Flash Drives,A6818160202,AQ Pen Drive DRC,Canada,Brick & Mortar,Retailer,90023022,Nomad Stores,228
2025-06-01,P & A,Processors,A1420150502,AQ Electron 4 3600 Desktop Processor,Germany,Brick & Mortar,Retailer,90012038,Expert,20
2025-06-01,P & A,Mouse,A2319150304,AQ Gamers Ms,India,Brick & Mortar,Retailer,90002012,Electricalsocity,1209
2025-06-01,P & A,MotherBoard,A1618150103,AQ MB Elite,Portugal,E-Commerce,Direct,70017060,Atliq e Store,7
2025-06-01,P & A,Graphic Card,A0519150202,AQ Mforce Gen Y,India,Brick & Mortar,Retailer,90002005,Lotus,124
2025-06-01,P & A,Batteries,A3718150103,AQ LION x1,Bangladesh,E-Commerce,-,70010048,Atliq e Store,16
2025-06-01,P & A,Keyboard,A3521150704,AQ Trigger,Germany,Brick & Mortar,Retailer,90012038,Expert,28
2025-06-01,PC,Business Laptop,A5219110407,AQ BZ Gen Z,India,E-Commerce,Retailer,90002008,Amazon,47 units
2025-01-06,PC,Gaming Laptop,A5519110303,AQ Gamer 3,Italy,Brick & Mortar,Retailer,ZZZ2894,,1
2025-06-01,PC,Gaming Laptop,A5621110405,AQ Smash 1,Italy,Brick & Mortar,Direct,70013125,AltiQ Exclusive,3
2025-06-01,P & A,Mouse,A2118150105,AQ Master wired x1 Ms,Indonesia,Brick & Mortar,Direct,70003181,AltiQ Exclusive,541
2025-06-01,PC,Personal Laptop,A4218110205,AQ Digit,Italy,Brick & Mortar,Retailer,90013122,Radio Popular,2
2025-06-01,PC,Gaming Laptop,A5519110302,AQ Gamer 3,Philiphines,Brick & Mortar,Direct,70006157,,2 units
2025-06-01,P & A,Keyboard,A3320150503,AQ Maxima,Newzealand,E-Commerce,Retailer,90009132,Amazon,1320
2025-06-01,P & A,Graphic Card,A0721150402,AQ GT 21,USA,Brick & Mortar,Retailer,90022077,Radio Shack,99
2025-06-01,P & A,Batteries,A4021150403,AQ Mx NB,Spain,Brick & Mortar,Retailer,90018108,Relief,3
2025-06-01,PC,Personal Laptop,A4318110301,AQ Velocity,USA,E-Commerce,Retailer,90022074,Flipkart,14
2025-06-01,N & S,External Solid State Drives,A6419160301,AQ Clx1,Italy,E-Commerce,Retailer,90013124,Amazon,212 units
2025-06-01,N & S,USB Flash Drives,A6818160201,AQ Pen Drive DRC,India,Brick & Mortar,Retailer,90002005,Lotus,1859
2025-06-01,P & A,Internal HDD,A0220150203,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Italy,E-Commerce,Retailer,90013124,,6
2025-06-01,P & A,Graphic Card,A0821150504,AQ Marquee P3,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,14
2025-06-01,PC,Gaming Laptop,A5318110106,AQ Gamer 1,USA,Brick & Mortar,Retailer,ZZZ6663,Costco,10
2025-06-01,P & A,Keyboard,A3421150605,AQ Qwerty,Netherlands,Brick & Mortar,Retailer,90014136,Reliance Digital,23
2025-06-01,P & A,Keyboard,A3521150705,AQ Trigger,Germany,Brick & Mortar,Retailer,90012034,Otto,53 units
2025-06-01,P & A,Processors,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,India,Brick & Mortar,Retailer,ZZZ7201,Reliance Digital,28
2025-06-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,United Kingdom,E-Commerce,Direct,ZZZ7371,Atliq e Store,120
2025-06-01,PC,Gaming Laptop,A5419110205,AQ Gamer 2,Canada,Brick & Mortar,Retailer,90023024,,2
2025-06-01,P & A,Mouse,A2620150606,AQ Qwerty Ms,Italy,E-Commerce,Direct,70013126,Atliq e Store,165
2025-06-01,P & A,MotherBoard,A1618150104,AQ MB Elite,Germany,Brick & Mortar,Retailer,90012037,Saturn,5
2025-06-01,P & A,Mouse,A2419150404,AQ Lite Ms,United Kingdom,Brick & Mortar,Retailer,90021090,Radio Popular,85
2025-06-01,PC,Personal Desktop,A6120110205,AQ HOME Allin1 Gen 2,France,Brick & Mortar,Retailer,90011186,Elite,20
2025-06-01,P & A,Batteries,A3819150203,AQ LION x2,India,Brick & Mortar,Retailer,90002012,Electricalsocity,1600
2025-06-01,PC,Personal Laptop,A4721110705,AQ GEN Z,Poland,E-Commerce,Retailer,90016176,Amazon,1
2025-01-06,PC,Gaming Laptop,A5318110103,AQ Gamer 1,USA,Brick & Mortar,Retailer,90022078,Costco,8
2025-06-01,P & A,Mouse,A2419150404,AQ Lite Ms,Norway,Brick & Mortar,Retailer,90015146,Mbit,91
2025-06-01,P & A,Graphic Card,A0721150404,AQ GT 21,Canada,Brick & Mortar,Retailer,90023028,walmart,71
